id,full_name,app_name,html_url,language,stargazers_count,forks_count,owner_login,created_at
923,reacheraven/reacheraven,reacheraven,https://github.com/reacheraven/reacheraven,,0,0,reacheraven,2025-09-18T10:56:43.757860
922,barlevalon/tmux-nowplaying,tmux-nowplaying,https://github.com/barlevalon/tmux-nowplaying,,0,0,barlevalon,2025-09-18T10:56:43.757754
921,RG-Soft/riet-test,riet-test,https://github.com/RG-Soft/riet-test,,0,0,RG-Soft,2025-09-18T10:56:43.757647
920,rajdeepd/deeplearningai,deeplearningai,https://github.com/rajdeepd/deeplearningai,,0,0,rajdeepd,2025-09-18T10:56:43.757500
919,cnm13ryan/inspect_agents,inspect_agents,https://github.com/cnm13ryan/inspect_agents,,0,0,cnm13ryan,2025-09-18T10:56:43.757389
918,g4mm4p4nd4/op-observe,op-observe,https://github.com/g4mm4p4nd4/op-observe,,0,0,g4mm4p4nd4,2025-09-18T10:56:43.757277
917,Newsworthyai/press-release-archive,press-release-archive,https://github.com/Newsworthyai/press-release-archive,,0,0,Newsworthyai,2025-09-18T10:56:43.757155
916,khulnasoft-bot/NeoPilot,NeoPilot,https://github.com/khulnasoft-bot/NeoPilot,,0,0,khulnasoft-bot,2025-09-18T10:56:43.756858
915,JUVOJustin/wordpress-plugin-boilerplate,wordpress-plugin-boilerplate,https://github.com/JUVOJustin/wordpress-plugin-boilerplate,,0,0,JUVOJustin,2025-09-18T10:56:43.756753
914,markomanninen/srrd-builder,srrd-builder,https://github.com/markomanninen/srrd-builder,,0,0,markomanninen,2025-09-18T10:56:43.756645
913,maxexcloo/beszel-homeassistant-integration,beszel-homeassistant-integration,https://github.com/maxexcloo/beszel-homeassistant-integration,,0,0,maxexcloo,2025-09-18T10:56:43.756519
912,heuristicwave/GitHubPageMaker,GitHubPageMaker,https://github.com/heuristicwave/GitHubPageMaker,,0,0,heuristicwave,2025-09-18T10:56:43.756363
911,Semantic-Org/tailwindcss-iso,tailwindcss-iso,https://github.com/Semantic-Org/tailwindcss-iso,,0,0,Semantic-Org,2025-09-18T10:56:43.756258
910,AdobeDocs/journey-optimizer-learn.it-IT,journey-optimizer-learn.it-IT,https://github.com/AdobeDocs/journey-optimizer-learn.it-IT,,0,0,AdobeDocs,2025-09-18T10:56:43.756152
909,Aries-Serpent/gh_COPILOT,gh_COPILOT,https://github.com/Aries-Serpent/gh_COPILOT,,0,0,Aries-Serpent,2025-09-18T10:56:43.756033
908,camilokawerin/PersonalPolitico,PersonalPolitico,https://github.com/camilokawerin/PersonalPolitico,,0,0,camilokawerin,2025-09-18T10:56:43.755924
907,gracefullight/gracefullight.github.io,gracefullight.github.io,https://github.com/gracefullight/gracefullight.github.io,,0,0,gracefullight,2025-09-18T10:56:43.755819
906,harrisonhxy/Harrizone,Harrizone,https://github.com/harrisonhxy/Harrizone,,0,0,harrisonhxy,2025-09-18T10:56:43.755714
905,Yukaii/dotfiles,dotfiles,https://github.com/Yukaii/dotfiles,,0,0,Yukaii,2025-09-18T10:56:43.755607
904,MalihehIzadi/malihehizadi.github.io,malihehizadi.github.io,https://github.com/MalihehIzadi/malihehizadi.github.io,,0,0,MalihehIzadi,2025-09-18T10:56:43.755500
903,ServiceStack/servicestack.net,servicestack.net,https://github.com/ServiceStack/servicestack.net,,0,0,ServiceStack,2025-09-18T10:56:43.755395
902,Checha-hub-DAO/g43-iteta,g43-iteta,https://github.com/Checha-hub-DAO/g43-iteta,,0,0,Checha-hub-DAO,2025-09-18T10:56:43.755280
901,mahesh-ict-dev/datagol-knowlegde-base-v1,datagol-knowlegde-base-v1,https://github.com/mahesh-ict-dev/datagol-knowlegde-base-v1,,0,0,mahesh-ict-dev,2025-09-18T10:56:43.755171
900,JAMdotTech/py-polkadot-metadata-docs,py-polkadot-metadata-docs,https://github.com/JAMdotTech/py-polkadot-metadata-docs,,0,0,JAMdotTech,2025-09-18T10:56:43.755057
899,intrafind/ihub-apps,ihub-apps,https://github.com/intrafind/ihub-apps,,0,0,intrafind,2025-09-18T10:56:43.754945
898,KristopherKubicki/glimpser,glimpser,https://github.com/KristopherKubicki/glimpser,,0,0,KristopherKubicki,2025-09-18T10:56:43.754830
897,banisterious/obsidian-oneirometrics,obsidian-oneirometrics,https://github.com/banisterious/obsidian-oneirometrics,,0,0,banisterious,2025-09-18T10:56:43.754721
896,CPL-UW/cplorg2020,cplorg2020,https://github.com/CPL-UW/cplorg2020,,0,0,CPL-UW,2025-09-18T10:56:43.754599
895,AndreiTelteu/team-status,team-status,https://github.com/AndreiTelteu/team-status,,0,0,AndreiTelteu,2025-09-18T10:56:43.754370
894,msmygit/dse-tidbits,dse-tidbits,https://github.com/msmygit/dse-tidbits,,0,0,msmygit,2025-09-18T10:56:43.754250
893,andySigler/tf-agents-notes,tf-agents-notes,https://github.com/andySigler/tf-agents-notes,,0,0,andySigler,2025-09-18T10:56:43.754147
892,web3insight-ai/web3insight,web3insight,https://github.com/web3insight-ai/web3insight,,0,0,web3insight-ai,2025-09-18T10:56:43.754045
891,BSU-Cybersecurity/BSU-Cybersecurity.github.io,BSU-Cybersecurity.github.io,https://github.com/BSU-Cybersecurity/BSU-Cybersecurity.github.io,,0,0,BSU-Cybersecurity,2025-09-18T10:56:43.753933
890,lokal-ninja/scotland,scotland,https://github.com/lokal-ninja/scotland,,0,0,lokal-ninja,2025-09-18T10:56:43.753831
889,fmacpro/horseman-article-parser,horseman-article-parser,https://github.com/fmacpro/horseman-article-parser,,0,0,fmacpro,2025-09-18T10:56:43.753706
888,navgurukul/fcc,fcc,https://github.com/navgurukul/fcc,,0,0,navgurukul,2025-09-18T10:56:43.753588
887,pickupp-dev/gitbook,gitbook,https://github.com/pickupp-dev/gitbook,,0,0,pickupp-dev,2025-09-18T10:56:43.753481
886,mikitatryzno/llm-zoomcamp,llm-zoomcamp,https://github.com/mikitatryzno/llm-zoomcamp,,0,0,mikitatryzno,2025-09-18T10:56:43.753392
885,abagames/claude-one-button-game-creation,claude-one-button-game-creation,https://github.com/abagames/claude-one-button-game-creation,,0,0,abagames,2025-09-18T10:56:43.753291
884,Yufok1/DjinnTranslator,DjinnTranslator,https://github.com/Yufok1/DjinnTranslator,,0,0,Yufok1,2025-09-18T10:56:43.753189
883,InbaKrish/Learnings_zettlekasten,Learnings_zettlekasten,https://github.com/InbaKrish/Learnings_zettlekasten,,0,0,InbaKrish,2025-09-18T10:56:43.753086
882,nybble-security/sigma-rules-wiki,sigma-rules-wiki,https://github.com/nybble-security/sigma-rules-wiki,,0,0,nybble-security,2025-09-18T10:56:43.752969
881,kubiyabot/workflow-sdk,workflow-sdk,https://github.com/kubiyabot/workflow-sdk,,0,0,kubiyabot,2025-09-18T10:56:43.752860
880,verana-labs/verana.io-website,verana.io-website,https://github.com/verana-labs/verana.io-website,,0,0,verana-labs,2025-09-18T10:56:43.752746
879,vectara/vectara-docs,vectara-docs,https://github.com/vectara/vectara-docs,,0,0,vectara,2025-09-18T10:56:43.752549
878,vocera-ai/docs,docs,https://github.com/vocera-ai/docs,,0,0,vocera-ai,2025-09-18T10:56:43.752446
877,agno-agi/agno-docs,agno-docs,https://github.com/agno-agi/agno-docs,,0,0,agno-agi,2025-09-18T10:56:43.752355
876,SangrishS/gitbook,gitbook,https://github.com/SangrishS/gitbook,,0,0,SangrishS,2025-09-18T10:56:43.752240
875,OVERANDAGAIN/Vault0,Vault0,https://github.com/OVERANDAGAIN/Vault0,,0,0,OVERANDAGAIN,2025-09-18T10:56:43.752139
874,beijaflor/gen-ai-journal,gen-ai-journal,https://github.com/beijaflor/gen-ai-journal,,0,0,beijaflor,2025-09-18T10:56:43.752011
873,Mikejo5000/vsts-docs-pr,vsts-docs-pr,https://github.com/Mikejo5000/vsts-docs-pr,,0,0,Mikejo5000,2025-09-18T10:56:43.751901
872,DevilCoders/Docs,docs,https://github.com/DevilCoders/Docs,,0,0,DevilCoders,2025-09-18T10:56:43.751777
871,Abdulkader-Safi/myBlogs,myBlogs,https://github.com/Abdulkader-Safi/myBlogs,,0,0,Abdulkader-Safi,2025-09-18T10:56:43.751675
870,aisystant/docs,docs,https://github.com/aisystant/docs,,0,0,aisystant,2025-09-18T10:56:43.751542
869,joelabreurojas/notes,notes,https://github.com/joelabreurojas/notes,,0,0,joelabreurojas,2025-09-18T10:56:43.751448
868,truas/research_notes,research_notes,https://github.com/truas/research_notes,,0,0,truas,2025-09-18T10:56:43.751356
867,codeboltai/codeboltjs,codeboltjs,https://github.com/codeboltai/codeboltjs,,0,0,codeboltai,2025-09-18T10:56:43.751236
866,AlexeyProvorov/The-world-as-a-knitting-needle,The-world-as-a-knitting-needle,https://github.com/AlexeyProvorov/The-world-as-a-knitting-needle,,0,0,AlexeyProvorov,2025-09-18T10:56:43.751107
865,mongodb-developer/ai-agents-lab,ai-agents-lab,https://github.com/mongodb-developer/ai-agents-lab,,0,0,mongodb-developer,2025-09-18T10:56:43.750934
864,Axway/amplify-central,amplify-central,https://github.com/Axway/amplify-central,,0,0,Axway,2025-09-18T10:56:43.749981
863,vikingJason/5eVaultMain,5eVaultMain,https://github.com/vikingJason/5eVaultMain,,0,0,vikingJason,2025-09-18T10:56:43.749872
862,FatConan/themonstrouscavalca,themonstrouscavalca,https://github.com/FatConan/themonstrouscavalca,,0,0,FatConan,2025-09-18T10:56:43.749765
861,kliewerdaniel/AIBlog02,AIBlog02,https://github.com/kliewerdaniel/AIBlog02,,0,0,kliewerdaniel,2025-09-18T10:56:43.749664
860,Aeonia-ai/gaia,gaia,https://github.com/Aeonia-ai/gaia,,0,0,Aeonia-ai,2025-09-18T10:56:43.749537
859,wacht-platform/documentation,documentation,https://github.com/wacht-platform/documentation,,0,0,wacht-platform,2025-09-18T10:56:43.749448
858,LouisJustinTALLOT/cpp-docs.fr-fr,cpp-docs.fr-fr,https://github.com/LouisJustinTALLOT/cpp-docs.fr-fr,,0,0,LouisJustinTALLOT,2025-09-18T10:56:43.749365
857,OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,azure-docs-pr15_hu-HU,https://github.com/OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,,0,0,OpenLocalizationTestOrg,2025-09-18T10:56:43.749277
856,J-DubApps/Blog,blog,https://github.com/J-DubApps/Blog,,0,0,J-DubApps,2025-09-18T10:56:43.749184
855,kindarian-enterprises/hish,hish,https://github.com/kindarian-enterprises/hish,,0,0,kindarian-enterprises,2025-09-18T10:56:43.749098
854,briangu/klongpy,klongpy,https://github.com/briangu/klongpy,,0,0,briangu,2025-09-18T10:56:43.748998
853,youai1/gitbook-docs,gitbook-docs,https://github.com/youai1/gitbook-docs,,0,0,youai1,2025-09-18T10:56:43.748899
852,softwareengel/hacker-notes,hacker-notes,https://github.com/softwareengel/hacker-notes,,0,0,softwareengel,2025-09-18T10:56:43.748800
851,davidgasquez/davidgasquez.com,davidgasquez.com,https://github.com/davidgasquez/davidgasquez.com,,0,0,davidgasquez,2025-09-18T10:56:43.748702
850,rafeekpro/ClaudeAutoPM,ClaudeAutoPM,https://github.com/rafeekpro/ClaudeAutoPM,,0,0,rafeekpro,2025-09-18T10:56:43.748615
849,Var1377/parallax,parallax,https://github.com/Var1377/parallax,,0,0,Var1377,2025-09-18T10:56:43.748529
848,onecloudemoji/onecloudemoji.github.io,onecloudemoji.github.io,https://github.com/onecloudemoji/onecloudemoji.github.io,,0,0,onecloudemoji,2025-09-18T10:56:43.748442
847,phonely-ai/frontend-api-doc,frontend-api-doc,https://github.com/phonely-ai/frontend-api-doc,,0,0,phonely-ai,2025-09-18T10:56:43.748344
846,keis-engineering/agentic-systems-academy,agentic-systems-academy,https://github.com/keis-engineering/agentic-systems-academy,,0,0,keis-engineering,2025-09-18T10:56:43.748248
845,digital-work-lab/digital-work-lecture,digital-work-lecture,https://github.com/digital-work-lab/digital-work-lecture,,0,0,digital-work-lab,2025-09-18T10:56:43.748155
844,Geaux-Specialist-L-L-C/geaux-crewai,geaux-crewai,https://github.com/Geaux-Specialist-L-L-C/geaux-crewai,,0,0,Geaux-Specialist-L-L-C,2025-09-18T10:56:43.748067
843,Jeshis/Wazuh,Wazuh,https://github.com/Jeshis/Wazuh,,0,0,Jeshis,2025-09-18T10:56:43.747982
842,thegodseller/Dude-by-Rowboat,Dude-by-Rowboat,https://github.com/thegodseller/Dude-by-Rowboat,,0,0,thegodseller,2025-09-18T10:56:43.747840
841,MicrosoftLearning/mslearn-fabric.ko-kr,mslearn-fabric.ko-kr,https://github.com/MicrosoftLearning/mslearn-fabric.ko-kr,,0,0,MicrosoftLearning,2025-09-18T10:56:43.747754
840,Philoraptor/stdLibSchema-E,stdLibSchema-E,https://github.com/Philoraptor/stdLibSchema-E,,0,0,Philoraptor,2025-09-18T10:56:43.747666
839,curia-network/curia-cg,curia-cg,https://github.com/curia-network/curia-cg,,0,0,curia-network,2025-09-18T10:56:43.747580
838,zhaoyul/doc-generator,doc-generator,https://github.com/zhaoyul/doc-generator,,0,0,zhaoyul,2025-09-18T10:56:43.747494
837,tamirdresher/creating-ai-agents-with-csharp,creating-ai-agents-with-csharp,https://github.com/tamirdresher/creating-ai-agents-with-csharp,,0,0,tamirdresher,2025-09-18T10:56:43.747407
836,TomasTomecek/the-real-blog,the-real-blog,https://github.com/TomasTomecek/the-real-blog,,0,0,TomasTomecek,2025-09-18T10:56:43.747298
835,neuroexpert-web/NeuroExpert,NeuroExpert,https://github.com/neuroexpert-web/NeuroExpert,,0,0,neuroexpert-web,2025-09-18T10:56:43.747201
834,jmbish04/dream-catcher-worker,dream-catcher-worker,https://github.com/jmbish04/dream-catcher-worker,,0,0,jmbish04,2025-09-18T10:56:43.747103
833,konrad-jamrozik/game-ts,game-ts,https://github.com/konrad-jamrozik/game-ts,,0,0,konrad-jamrozik,2025-09-18T10:56:43.746998
832,Administrators-0001/local-environments.,local-environments.,https://github.com/Administrators-0001/local-environments.,,0,0,Administrators-0001,2025-09-18T10:56:43.746883
831,aws-samples/anthropic-on-aws,anthropic-on-aws,https://github.com/aws-samples/anthropic-on-aws,,0,0,aws-samples,2025-09-18T10:56:43.746788
830,SuperFuels/COMDEX,COMDEX,https://github.com/SuperFuels/COMDEX,,0,0,SuperFuels,2025-09-18T10:56:43.746696
829,adityathebe/kathmandu-university-cs-notes,kathmandu-university-cs-notes,https://github.com/adityathebe/kathmandu-university-cs-notes,,0,0,adityathebe,2025-09-18T10:56:43.746607
828,ch37n1/TheGeneralistHandbook,TheGeneralistHandbook,https://github.com/ch37n1/TheGeneralistHandbook,,0,0,ch37n1,2025-09-18T10:56:43.746511
827,DarkFateLife/dark--fate,dark--fate,https://github.com/DarkFateLife/dark--fate,,0,0,DarkFateLife,2025-09-18T10:56:43.746373
826,jwwelbor/AgentMap,AgentMap,https://github.com/jwwelbor/AgentMap,,0,0,jwwelbor,2025-09-18T10:56:43.746276
825,abdul202030/cpp-docs,cpp-docs,https://github.com/abdul202030/cpp-docs,,0,0,abdul202030,2025-09-18T10:56:43.746182
824,gridaco/grida,grida,https://github.com/gridaco/grida,,0,0,gridaco,2025-09-18T10:56:43.746089
823,chop1k/patchpump,patchpump,https://github.com/chop1k/patchpump,,0,0,chop1k,2025-09-18T10:56:43.746003
822,g4mm4p4nd4/ViralSynth,ViralSynth,https://github.com/g4mm4p4nd4/ViralSynth,,0,0,g4mm4p4nd4,2025-09-18T10:56:43.745916
821,jpcca/oath-keepers,oath-keepers,https://github.com/jpcca/oath-keepers,,0,0,jpcca,2025-09-18T10:56:43.745835
820,danielbodnar/bitmarks-platform,bitmarks-platform,https://github.com/danielbodnar/bitmarks-platform,,0,0,danielbodnar,2025-09-18T10:56:43.745746
819,TesslateAI/TFrameX,TFrameX,https://github.com/TesslateAI/TFrameX,,0,0,TesslateAI,2025-09-18T10:56:43.745651
818,CARuizDiazFP/LAS-FOCAS,LAS-FOCAS,https://github.com/CARuizDiazFP/LAS-FOCAS,,0,0,CARuizDiazFP,2025-09-18T10:56:43.745553
817,apachecn/harness-blog-zh,harness-blog-zh,https://github.com/apachecn/harness-blog-zh,,0,0,apachecn,2025-09-18T10:56:43.745460
816,hud-evals/hud-python,hud-python,https://github.com/hud-evals/hud-python,,0,0,hud-evals,2025-09-18T10:56:43.745368
815,lumenwrites/digitalmind_old,digitalmind_old,https://github.com/lumenwrites/digitalmind_old,,0,0,lumenwrites,2025-09-18T10:56:43.745275
814,blaxel-ai/docs,docs,https://github.com/blaxel-ai/docs,,0,0,blaxel-ai,2025-09-18T10:56:43.745178
813,Ai00-X/rwkv-agent-kit,rwkv-agent-kit,https://github.com/Ai00-X/rwkv-agent-kit,,0,0,Ai00-X,2025-09-18T10:56:43.745095
812,eclipse-lmos/website,website,https://github.com/eclipse-lmos/website,,0,0,eclipse-lmos,2025-09-18T10:56:43.744993
811,BinaryTape/Open-Docs,Open-Docs,https://github.com/BinaryTape/Open-Docs,,0,0,BinaryTape,2025-09-18T10:56:43.744908
810,netspective-labs/sql-aide,sql-aide,https://github.com/netspective-labs/sql-aide,,0,0,netspective-labs,2025-09-18T10:56:43.744811
809,CogSciPrag/Understanding-LLMs-course,Understanding-LLMs-course,https://github.com/CogSciPrag/Understanding-LLMs-course,,0,0,CogSciPrag,2025-09-18T10:56:43.744645
808,all-mute/learn-agents,learn-agents,https://github.com/all-mute/learn-agents,,0,0,all-mute,2025-09-18T10:56:43.744544
807,FlowiseAI/FlowiseDocs,FlowiseDocs,https://github.com/FlowiseAI/FlowiseDocs,,0,0,FlowiseAI,2025-09-18T10:56:43.744444
806,cloudify-cosmo/cloudify-rest-docs,cloudify-rest-docs,https://github.com/cloudify-cosmo/cloudify-rest-docs,,0,0,cloudify-cosmo,2025-09-18T10:56:43.744342
805,cuckoo-network/cuckoo,cuckoo,https://github.com/cuckoo-network/cuckoo,,0,0,cuckoo-network,2025-09-18T10:56:43.744215
804,felipebarcelospro/igniter-js,igniter-js,https://github.com/felipebarcelospro/igniter-js,,0,0,felipebarcelospro,2025-09-18T10:56:43.744105
803,getsentry/sentry-docs,sentry-docs,https://github.com/getsentry/sentry-docs,,0,0,getsentry,2025-09-18T10:56:43.744000
802,SolaceLabs/solace-agent-mesh,solace-agent-mesh,https://github.com/SolaceLabs/solace-agent-mesh,,0,0,SolaceLabs,2025-09-18T10:56:43.743895
801,IBM/mcp-context-forge,mcp-context-forge,https://github.com/IBM/mcp-context-forge,,0,0,IBM,2025-09-18T10:56:43.743793
800,mcp-use/mcp-use,mcp-use,https://github.com/mcp-use/mcp-use,,0,0,mcp-use,2025-09-18T10:56:43.743701
799,mastra-ai/mastra,mastra,https://github.com/mastra-ai/mastra,,0,0,mastra-ai,2025-09-18T10:56:43.743612
798,huggingface/agents-course,agents-course,https://github.com/huggingface/agents-course,,0,0,huggingface,2025-09-18T10:56:43.743519
797,open-policy-agent/gatekeeper,gatekeeper,https://github.com/open-policy-agent/gatekeeper,,0,0,open-policy-agent,2025-09-18T10:56:43.743438
796,nrwl/nx,nx,https://github.com/nrwl/nx,,0,0,nrwl,2025-09-18T10:56:43.743343
795,langflow-ai/langflow,Langflow,https://github.com/langflow-ai/langflow,,0,0,langflow-ai,2025-09-18T10:56:43.743244
794,steveandroulakis/temporal-code-agent-experiments,temporal-code-agent-experiments,https://github.com/steveandroulakis/temporal-code-agent-experiments,,0,0,steveandroulakis,2025-09-18T10:56:43.743163
793,AlexandruCristianGeorgeSerban/Delivery-Dash,Delivery-Dash,https://github.com/AlexandruCristianGeorgeSerban/Delivery-Dash,,0,0,AlexandruCristianGeorgeSerban,2025-09-18T10:56:43.743039
792,athawe/AT-Enmity-Cycle,AT-Enmity-Cycle,https://github.com/athawe/AT-Enmity-Cycle,,0,0,athawe,2025-09-18T10:56:43.742947
791,mfoltz/Penumbra,Penumbra,https://github.com/mfoltz/Penumbra,,0,0,mfoltz,2025-09-18T10:56:43.742854
790,mfoltz/Eclipse,Eclipse,https://github.com/mfoltz/Eclipse,,0,0,mfoltz,2025-09-18T10:56:43.742766
789,jtdowney/tapestry,tapestry,https://github.com/jtdowney/tapestry,,0,0,jtdowney,2025-09-18T10:56:43.742682
788,WUNISTUDIOS/ZaWorld,ZaWorld,https://github.com/WUNISTUDIOS/ZaWorld,,0,0,WUNISTUDIOS,2025-09-18T10:56:43.742605
787,SteinarBakke/FlightGame,FlightGame,https://github.com/SteinarBakke/FlightGame,,0,0,SteinarBakke,2025-09-18T10:56:43.742507
786,WUNISTUDIOS/Thesis_MLAgents,Thesis_MLAgents,https://github.com/WUNISTUDIOS/Thesis_MLAgents,,0,0,WUNISTUDIOS,2025-09-18T10:56:43.742415
785,KieranGrist/SERE,SERE,https://github.com/KieranGrist/SERE,,0,0,KieranGrist,2025-09-18T10:56:43.742281
784,operativestech/MicroMind-Doc,MicroMind-Doc,https://github.com/operativestech/MicroMind-Doc,,0,0,operativestech,2025-09-18T10:56:43.742171
783,jagane-oxmiq/smolagents,smolagents,https://github.com/jagane-oxmiq/smolagents,,0,0,jagane-oxmiq,2025-09-18T10:56:43.742086
782,jurgen-paul/smolagents,smolagents,https://github.com/jurgen-paul/smolagents,,0,0,jurgen-paul,2025-09-18T10:56:43.742017
781,hattybin/pumpfun-bonkfun-trading-bot,pumpfun-bonkfun-trading-bot,https://github.com/hattybin/pumpfun-bonkfun-trading-bot,,0,0,hattybin,2025-09-18T10:56:43.741948
780,jeircul/azure-policy-aliases,azure-policy-aliases,https://github.com/jeircul/azure-policy-aliases,,0,0,jeircul,2025-09-18T10:56:43.741860
779,xapi-project/xapi-project.github.io,xapi-project.github.io,https://github.com/xapi-project/xapi-project.github.io,,0,0,xapi-project,2025-09-18T10:56:43.741789
778,jjones34300333/jones,jones,https://github.com/jjones34300333/jones,,0,0,jjones34300333,2025-09-18T10:56:43.741698
777,yetanotherpassword/h2ogpt,h2ogpt,https://github.com/yetanotherpassword/h2ogpt,,0,0,yetanotherpassword,2025-09-18T10:56:43.741607
776,sreesai169/llmbot,llmbot,https://github.com/sreesai169/llmbot,,0,0,sreesai169,2025-09-18T10:56:43.741491
775,flightcontrolhq/fast-json-schema-patch,fast-json-schema-patch,https://github.com/flightcontrolhq/fast-json-schema-patch,,0,0,flightcontrolhq,2025-09-18T10:56:43.741326
774,webgrip/postiz-application,postiz-application,https://github.com/webgrip/postiz-application,,0,0,webgrip,2025-09-18T10:56:43.740433
773,ZokuWebDesign/SYD-Vite,SYD-Vite,https://github.com/ZokuWebDesign/SYD-Vite,,0,0,ZokuWebDesign,2025-09-18T10:56:43.740353
772,utensil/garden,garden,https://github.com/utensil/garden,,0,0,utensil,2025-09-18T10:56:43.740112
771,vaeryn-uk/ollama-cli-code-agent,ollama-cli-code-agent,https://github.com/vaeryn-uk/ollama-cli-code-agent,,0,0,vaeryn-uk,2025-09-18T10:56:43.740032
770,AsaTyr2018/Simplified-ScreenCapper-Pro,Simplified-ScreenCapper-Pro,https://github.com/AsaTyr2018/Simplified-ScreenCapper-Pro,,0,0,AsaTyr2018,2025-09-18T10:56:43.739940
769,jcval94/yahoo,yahoo,https://github.com/jcval94/yahoo,,0,0,jcval94,2025-09-18T10:56:43.739848
768,steveandroulakis/temporal-batch-processing-python,temporal-batch-processing-python,https://github.com/steveandroulakis/temporal-batch-processing-python,,0,0,steveandroulakis,2025-09-18T10:56:43.739718
767,zerob13/canvas-sketchpad-mcp,canvas-sketchpad-mcp,https://github.com/zerob13/canvas-sketchpad-mcp,,0,0,zerob13,2025-09-18T10:56:43.739623
766,naravid19/mytree-journal,mytree-journal,https://github.com/naravid19/mytree-journal,,0,0,naravid19,2025-09-18T10:56:43.739533
765,vporton/icp-package-manager,icp-package-manager,https://github.com/vporton/icp-package-manager,,0,0,vporton,2025-09-18T10:56:43.739444
764,edftechnology/texstudio,texstudio,https://github.com/edftechnology/texstudio,,0,0,edftechnology,2025-09-18T10:56:43.739328
763,hgwr/evi,evi,https://github.com/hgwr/evi,,0,0,hgwr,2025-09-18T10:56:43.739234
762,choovick/.dotfiles,.dotfiles,https://github.com/choovick/.dotfiles,,0,0,choovick,2025-09-18T10:56:43.739139
