scrape_timestamp,total_prs,source,prs,id,number,title,body,state,created_at,updated_at,closed_at,merged_at,html_url,repository_full_name,author,source.1,platform,ai_tool
,,,,3485531059,1,Refactor and Organize Project Documentation,"This pull request introduces a comprehensive overhaul of the project's documentation, transforming it from a single, disorganized `README.md` into a structured, enterprise-grade documentation suite.

The key improvements include:
- A new, clean root `README.md` that provides a high-level project overview and links to the detailed documentation.
- A well-organized `docs/` directory with a clear hierarchy for different types of documentation.
- A new `project-charter.md` to formally define the project's scope and objectives.
- A detailed `system-architecture.md` with diagrams to visualize the platform's design.
- An actionable `development-roadmap.md` with epics and user stories.
- A suite of checklists for common development processes to ensure quality and consistency.
- A comprehensive developer onboarding guide.

These changes make the project's documentation significantly more professional, navigable, and useful for the entire team.

---
*PR created automatically by Jules for task [8644274539391690627](https://jules.google.com/task/8644274539391690627)*",open,2025-10-06T03:08:20Z,2025-10-06T03:08:23Z,,,https://github.com/Loofy147/smart-delivery-platform-2/pull/1,Loofy147/smart-delivery-platform-2,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485529178,6,Feat: Implement Dev Panel and Fix Audio Loading,"This change introduces a new Dev Panel component that allows for runtime uploading and replacement of sound effects. It also refactors the AudioService to load and play actual audio files, fixing an issue where only silent placeholders were used. A new button in the UI makes the Dev Panel accessible.

---
*PR created automatically by Jules for task [5759196375007557386](https://jules.google.com/task/5759196375007557386)*",open,2025-10-06T03:07:06Z,2025-10-06T03:16:24Z,,,https://github.com/DamienLove/Universe-Connected-for-everyone-/pull/6,DamienLove/Universe-Connected-for-everyone-,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485526624,1,Jules PR,"Jules PR

---
*PR created automatically by Jules for task [10778637016184936852](https://jules.google.com/task/10778637016184936852)*",open,2025-10-06T03:05:28Z,2025-10-06T03:05:29Z,,,https://github.com/krisandi89/emailgenerator/pull/1,krisandi89/emailgenerator,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485518256,42,feat: Add Ingris and Zaya encounter script,"This change adds the `IngrisZayaEncounter.cs` script to the `Assets/Scripts/Story` directory. This script creates a self-contained cinematic encounter, including dialogue, a fight sequence, and a plot reveal, for the characters Ingris and Zaya.

---
*PR created automatically by Jules for task [13838651389324055124](https://jules.google.com/task/13838651389324055124)*",closed,2025-10-06T02:59:35Z,2025-10-06T03:03:11Z,2025-10-06T03:02:51Z,,https://github.com/simply-ministry/Milehigh.world/pull/42,simply-ministry/Milehigh.world,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485516016,14,"feat: Additive MAF/MFF tuning, update docs, and add UI tooltips","This commit delivers a comprehensive update to the YAKtuner application, focusing on both new functionality and user experience enhancements.

The core change is the implementation of an ""additive"" tuning mode for the MAF and MFF modules. This mode is automatically triggered when the application detects that the user's logs do not contain `MAF_COR` or `MFF_COR` data. In this mode, the correction logic compares fuel trims against a neutral baseline (0 for MAF, 1.0 for MFF) and applies the calculated adjustment as an addition to the existing values in the tune file. This provides a robust method for making incremental changes and supports users whose logging setups do not provide the standard correction variables.

To support these new features, the `README.md` has been extensively updated to document all tuning modules in greater detail, with specific sections explaining the new additive mode and the advanced two-stage MAF+MFF analysis.

Finally, the user interface has been improved by adding helpful tooltips to every setting and option. This provides immediate, context-sensitive help to the user, clarifying the purpose of each analysis module and parameter.

---
*PR created automatically by Jules for task [4665223051659914068](https://jules.google.com/task/4665223051659914068)*",closed,2025-10-06T02:57:25Z,2025-10-06T02:57:59Z,2025-10-06T02:57:59Z,,https://github.com/yakboyslim/YakTuner/pull/14,yakboyslim/YakTuner,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485514861,943,feat(symgo): add failing test for if-ok type assertion,"This change introduces the first step in implementing support for member access on type-narrowed variables in the `symgo` evaluator, following a Test-Driven Development (TDD) approach.

It adds a new test file (`if_ok_assertion_test.go`) with a failing test case for the `if v, ok := i.(T)` scenario and updates the corresponding planning document.

The implementation to make this test pass will follow in a subsequent commit.

---
*PR created automatically by Jules for task [17696272945455646742](https://jules.google.com/task/17696272945455646742)*",open,2025-10-06T02:56:25Z,2025-10-06T03:43:16Z,,,https://github.com/podhmo/go-scan/pull/943,podhmo/go-scan,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485510163,325,feat: Add bot version to statistics page,"This change adds the bot's version number, based on the current Git commit hash, to the Bot Statistics page. It modifies the Docker build process to inject the commit hash as an environment variable, which is then read by the application and displayed to the user. This helps with debugging and tracking which version of the bot is running.

---
*PR created automatically by Jules for task [14945917532305672544](https://jules.google.com/task/14945917532305672544)*",open,2025-10-06T02:52:17Z,2025-10-06T02:52:18Z,,,https://github.com/bizkut/EveSalesNotification/pull/325,bizkut/EveSalesNotification,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485509829,1,Add Hello World program and test,"This PR adds a simple Python program that prints 'Hello World' and a corresponding pytest test. Verification number: 16950820

---
*PR created automatically by Jules for task [16656180997053340575](https://jules.google.com/task/16656180997053340575)*",open,2025-10-06T02:52:02Z,2025-10-06T02:54:46Z,,,https://github.com/23f3000228/ga3-question6-starter/pull/1,23f3000228/ga3-question6-starter,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485505782,5,chore: Adopt and demonstrate core logging and post-mortem protocols,"This commit's primary contribution is the set of generated artifacts (`activity.log.jsonl`, `postmortem.md`, and an updated `LOGGING_SCHEMA.md`) that prove the agent's successful adoption and execution of its own core operational protocols.

---
*PR created automatically by Jules for task [13472777539641989002](https://jules.google.com/task/13472777539641989002)*",closed,2025-10-06T02:48:28Z,2025-10-06T02:48:54Z,2025-10-06T02:48:54Z,,https://github.com/metavacua/SynthPlayground/pull/5,metavacua/SynthPlayground,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485502866,17,"fix: Estabilización, Refactorización de Auth y Corrección de UI","Este commit soluciona un error crítico que impedía el arranque del backend y restaura el `Header` principal del frontend que había desaparecido.

Adicionalmente, se ha completado la refactorización de los flujos de registro e inicio de sesión para soportar seis roles de usuario distintos, con formularios dinámicos y redirecciones correctas. Se han añadido pruebas E2E para cubrir estos flujos y se ha realizado una limpieza exhaustiva del código fuente para prepararlo para producción.


---
*PR created automatically by Jules for task [15362544205418354850](https://jules.google.com/task/15362544205418354850)*",open,2025-10-06T02:46:09Z,2025-10-06T03:11:54Z,,,https://github.com/caminoshaciaelexitopersonal-oss/Turismo/pull/17,caminoshaciaelexitopersonal-oss/Turismo,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485496324,3,feat: Implement Dev Panel for SFX and fix audio loading,"This change introduces a new Dev Panel component that allows for runtime uploading and replacement of sound effects. It also refactors the AudioService to load and play actual audio files, fixing an issue where only silent placeholders were used.

---
*PR created automatically by Jules for task [5759196375007557386](https://jules.google.com/task/5759196375007557386)*",closed,2025-10-06T02:41:50Z,2025-10-06T02:52:20Z,2025-10-06T02:50:27Z,,https://github.com/DamienLove/Universe-Connected-for-everyone-/pull/3,DamienLove/Universe-Connected-for-everyone-,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485496016,214,Pull request for issue #213,"Fixes #213

---
*PR created automatically by Jules for task [4167708279379268952](https://jules.google.com/task/4167708279379268952)*",closed,2025-10-06T02:41:38Z,2025-10-06T03:38:02Z,2025-10-06T03:37:57Z,,https://github.com/ochowei/rn-inc-game/pull/214,ochowei/rn-inc-game,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485488291,1,Fix: Correct icon for snow forecast,"This commit fixes a bug where the UI would display a generic cloud icon for a ""snow"" weather forecast. A new `SnowIcon` has been created and is now used in the `ForecastDisplay` component to provide a more accurate and informative user experience.

---
*PR created automatically by Jules for task [11581366162739798217](https://jules.google.com/task/11581366162739798217)*",closed,2025-10-06T02:36:05Z,2025-10-06T02:36:25Z,2025-10-06T02:36:25Z,,https://github.com/DamienLove/Denver-ebike-nav/pull/1,DamienLove/Denver-ebike-nav,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485486022,3,Fix: Correct Lambda binary name to bootstrap,"This commit corrects the build process in the GitHub Actions workflow. The Go binary is now named `bootstrap` instead of `main` to align with the AWS Lambda Go runtime's requirement for the executable entrypoint. This resolves the `Runtime.InvalidEntrypoint` error during deployment.

---
*PR created automatically by Jules for task [4481605471244542910](https://jules.google.com/task/4481605471244542910)*",closed,2025-10-06T02:34:25Z,2025-10-06T02:34:36Z,2025-10-06T02:34:36Z,,https://github.com/Vassopoli/vassistant-backend/pull/3,Vassopoli/vassistant-backend,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485481720,8,feat: Implement Inventory Management System,"This change delivers a complete, end-to-end inventory management system. Users can now view a list of all inventory items and perform full CRUD (Create, Read, Update, Delete) operations via a dedicated editor dialog.

The system also includes a visual alert feature that highlights low-stock items, making it easier to manage inventory levels proactively. The new feature is fully integrated into the main application's navigation and architecture.

---
*PR created automatically by Jules for task [450764331052321914](https://jules.google.com/task/450764331052321914)*",closed,2025-10-06T02:31:10Z,2025-10-06T02:34:58Z,2025-10-06T02:34:58Z,,https://github.com/hab2025/X9-/pull/8,hab2025/X9-,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485481688,17,Pull request for issue #16,"Fixes #16

---
*PR created automatically by Jules for task [9476053887014974364](https://jules.google.com/task/9476053887014974364)*",closed,2025-10-06T02:31:08Z,2025-10-06T02:32:32Z,2025-10-06T02:32:32Z,,https://github.com/dalmaer/jules-ios/pull/17,dalmaer/jules-ios,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485467724,2,feat: Implement Dev Panel for SFX and fix audio loading,"This change introduces a new Dev Panel component that allows for runtime uploading and replacement of sound effects. It also refactors the AudioService to load and play actual audio files, fixing an issue where only silent placeholders were used.

---
*PR created automatically by Jules for task [5759196375007557386](https://jules.google.com/task/5759196375007557386)*",closed,2025-10-06T02:20:03Z,2025-10-06T02:39:22Z,2025-10-06T02:38:00Z,,https://github.com/DamienLove/Universe-Connected-for-everyone-/pull/2,DamienLove/Universe-Connected-for-everyone-,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485466792,18,feat: Add caching to DiskSpaceHealthCheck,"This PR improves the performance of the health check system by adding a caching layer to the `DiskSpaceHealthCheck`. This optimization avoids expensive disk I/O on every run by caching the result for 5 minutes, making the health check significantly more efficient.

---
*PR created automatically by Jules for task [13827168046774375748](https://jules.google.com/task/13827168046774375748)*",closed,2025-10-06T02:19:16Z,2025-10-06T02:19:35Z,2025-10-06T02:19:35Z,,https://github.com/Loofy147/Maintenance-life/pull/18,Loofy147/Maintenance-life,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485460825,5,Update Project Documentation,"This change updates the CHANGELOG.MD and TODO.MD files to reflect the current state of the project, and adds a 'Linux Porting Notes' section to the README.md file.

---
*PR created automatically by Jules for task [14458995024472992956](https://jules.google.com/task/14458995024472992956)*",closed,2025-10-06T02:14:38Z,2025-10-06T02:15:30Z,2025-10-06T02:15:30Z,,https://github.com/nicthegreatest/MilkDrop3/pull/5,nicthegreatest/MilkDrop3,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485458151,2,doc: Create PMFW documentation for Corstone-1000 FVP,"This change adds a new documentation file, `Corstone-1000_PMFW_Documentation.md`, which details the power management capabilities of the Corstone-1000 FVP. It explains that these functions are not handled by a dedicated PMFW, but are instead integrated into the TF-M Platform Service and the TF-A PSCI implementation. The document provides a comprehensive analysis of both, including source code locations and control flow.

---
*PR created automatically by Jules for task [10622182718979894684](https://jules.google.com/task/10622182718979894684)*",closed,2025-10-06T02:12:50Z,2025-10-06T02:24:55Z,2025-10-06T02:24:55Z,,https://github.com/logosAllen/corstone-1000-FVP/pull/2,logosAllen/corstone-1000-FVP,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485457709,1,Improve readability by removing unused docs and adding comments,"This pull request improves the readability of the codebase by removing an unused documentation file for a deferred feature and adding detailed comments to several key components, including the Voya data import process and dividend services. These changes will make the code easier to maintain and understand for future developers.

---
*PR created automatically by Jules for task [6068722529678499229](https://jules.google.com/task/6068722529678499229)*",closed,2025-10-06T02:12:29Z,2025-10-06T02:14:44Z,2025-10-06T02:14:43Z,,https://github.com/1000tomax/401k-tracker/pull/1,1000tomax/401k-tracker,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485457640,666,Fix CI test failure by skipping IPv6 tests when unsupported,"The CI environment for this project does not have IPv6 enabled,
causing tests that rely on IPv6 to fail. This change addresses
the issue by conditionally skipping the IPv6-dependent tests if
the environment does not support IPv6. This is checked by verifying
the existence of `/proc/sys/net/ipv6`.

Additionally, the Makefile has been updated to dynamically locate the
`go` executable using `which go`. This makes the build process more
robust and portable, and was necessary to get the `sudo` test
environment working correctly.

---
*PR created automatically by Jules for task [16025179714323415630](https://jules.google.com/task/16025179714323415630)*",closed,2025-10-06T02:12:26Z,2025-10-06T02:54:36Z,2025-10-06T02:54:35Z,,https://github.com/anguslees/aws-cni-plugins/pull/666,anguslees/aws-cni-plugins,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485457602,7,Port project to use LibSQL for database connections,"This pull request ports the project's database connection from PostgreSQL to LibSQL, enabling support for both local SQLite files and remote Turso databases. The changes include updating the database configuration, modifying dependencies, and providing clear setup instructions for other developers.

---
*PR created automatically by Jules for task [11736124860457976765](https://jules.google.com/task/11736124860457976765)*",open,2025-10-06T02:12:25Z,2025-10-06T02:35:05Z,,,https://github.com/Jemo69/movie-video-edit-script-project-/pull/7,Jemo69/movie-video-edit-script-project-,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485454985,7,feat: Complete Booking Management and Add Security Features,"This change delivers a complete and polished booking management system with full CRUD functionality.

It also includes two major enhancements:
1.  A critical security upgrade to use BCrypt.Net for password hashing and verification.
2.  The addition of confirmation dialogs for all delete operations to improve user safety.

Finally, a critical bug in the database migration history has been resolved by resetting the migrations to a single, clean initial state.

---
*PR created automatically by Jules for task [450764331052321914](https://jules.google.com/task/450764331052321914)*",closed,2025-10-06T02:10:28Z,2025-10-06T02:13:12Z,2025-10-06T02:13:11Z,,https://github.com/hab2025/X9-/pull/7,hab2025/X9-,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485442174,5,Feat: Comprehensive System Enhancement and Refactor,"This pull request delivers a comprehensive overhaul of the Self-Cognitive-Dissonance System, addressing the initial request to transform the project into a more robust, production-ready state. The changes elevate the system from a simple proof-of-concept with placeholder logic to a functional, model-driven architecture.

Key improvements include:
-   **Functional ML Pipeline:** The `proposer` and `critic` services now use pre-trained `scikit-learn` models, and the `evaluator` correctly orchestrates the data flow between them.
-   **Robust Configuration:** All services are now configured via a central module and environment variables, following best practices.
-   **State Persistence:** The `meta-controller` now saves its policy to a file, making it durable across restarts.
-   **Improved Code Quality:** The `evaluator`'s orchestration loop now uses FastAPI's `BackgroundTasks` for better stability.
-   **Comprehensive Documentation:** A new architecture document provides a deep dive into the system's design, and the `README.md` offers clear, accurate setup instructions.
-   **Validation:** A new test suite has been added to validate the functionality of the enhanced services, and all tests are passing.

---
*PR created automatically by Jules for task [11863811111822771588](https://jules.google.com/task/11863811111822771588)*",closed,2025-10-06T02:01:38Z,2025-10-06T02:05:11Z,2025-10-06T02:05:11Z,,https://github.com/Loofy147/cognitive-dissonance/pull/5,Loofy147/cognitive-dissonance,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485436363,324,Fix daily notifications and update overview button text,"This commit addresses two issues:

1.  A circular dependency between `app_utils.py` and `tasks.py` was preventing the daily notification task from executing correctly. The local import of `send_telegram_message_sync` within `send_daily_overview_for_character` in `app_utils.py` has been removed to resolve this.

2.  The ""Request Overview"" button has been renamed to ""Overview"" across the application for consistency. This includes updates to the keyboard definitions in `bot.py` and `app_utils.py`, as well as the `README.md` documentation.

Additionally, a block of duplicated code was removed from the `run_daily_overview_for_character` function in `bot.py` to improve code quality.


---
*PR created automatically by Jules for task [5164480358898364823](https://jules.google.com/task/5164480358898364823)*",closed,2025-10-06T01:56:04Z,2025-10-06T02:03:22Z,2025-10-06T02:03:22Z,,https://github.com/bizkut/EveSalesNotification/pull/324,bizkut/EveSalesNotification,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
,,,,3485427777,1,Jules PR,"Jules PR

---
*PR created automatically by Jules for task [16452498727133791495](https://jules.google.com/task/16452498727133791495)*",closed,2025-10-06T01:48:15Z,2025-10-06T02:08:28Z,2025-10-06T02:08:15Z,,https://github.com/baseonballs/coco-26/pull/1,baseonballs/coco-26,google-labs-jules[bot],github_jules_prs,GitHub,Gemini
